age,gender,region,monthly_income,employment_status,work_experience,loan_amount,loan_term,interest_rate,current_debt,debt_to_income,number_of_loans,overdue_count,max_days_overdue,loan_purpose,target
26,F,Almaty,196187.17,employed,3,1657274.54,60,14.84,468181.4,2.3864,3,9,251,consumer,0
41,F,Almaty,83586.41,retired,17,84443.12,14,35.15,28915.57,0.3459,2,0,1,consumer,0
36,M,Kyzylorda,1775174.04,employed,15,14249269.73,44,33.46,8534291.62,4.8076,4,1,0,consumer,0
46,M,Shymkent,371799.38,unemployed,23,2860629.03,36,19.04,2364135.24,6.3586,3,0,1,auto,1
41,F,Almaty,166058.99,student,15,965608.51,30,32.87,526286.83,3.1693,3,0,0,consumer,0
37,F,Kostanay,79768.41,employed,13,827840.8,45,16.11,186596.66,2.3392,2,0,0,consumer,0
40,M,Nur-Sultan,78186.22,employed,12,642828.81,32,22.69,462203.87,5.9115,2,1,2,consumer,0
62,M,West Kazakhstan,122808.54,employed,36,1691774.13,62,20.83,970519.26,7.9026,2,0,0,consumer,0
41,F,Atyrau,149310.86,employed,16,2336957.77,62,22.48,991144.13,6.6381,3,2,2,consumer,0
51,F,Karaganda,80225.47,unemployed,26,275978.32,37,32.45,32869.05,0.4097,0,0,2,consumer,0
28,F,Karaganda,197140.81,employed,0,1499155.14,32,30.34,994601.74,5.0451,0,0,0,consumer,0
46,M,Karaganda,83545.52,employed,23,476973.14,32,32.61,392781.86,4.7014,4,0,0,consumer,0
26,F,Atyrau,77041.61,student,2,367924.06,71,11.05,225783.98,2.9306,2,0,1,consumer,0
45,M,Shymkent,105902.76,employed,22,1048121.5,71,23.1,284636.19,2.6877,1,0,0,consumer,0
36,F,Shymkent,106937.6,retired,7,419200.26,12,39.51,300701.98,2.8119,1,0,0,consumer,0
42,F,Nur-Sultan,252565.64,employed,19,866674.97,22,37.76,660289.67,2.6143,4,0,0,consumer,0
64,M,Kostanay,79780.32,employed,37,702319.78,44,22.12,500756.63,6.2766,2,0,2,consumer,0
59,F,Nur-Sultan,183564.16,self_employed,37,2476930.11,59,23.04,1750308.01,9.5351,3,0,0,consumer,0
50,M,Almaty Region,118282.07,student,19,946214.39,53,38.29,530396.52,4.4841,3,0,2,consumer,0
37,M,Turkistan,126321.21,retired,9,1757465.11,68,26.61,1273899.27,10.0845,3,1,0,consumer,0
32,M,Kyzylorda,142713.44,employed,12,1012120.64,47,38.2,438728.36,3.0742,0,2,1,consumer,0
19,F,Shymkent,80498.43,self_employed,0,810980.77,71,7.52,231199.09,2.8721,1,0,1,consumer,0
43,M,Almaty,157355.11,unemployed,20,1384285.99,25,25.47,333112.16,2.1169,0,0,0,consumer,0
26,M,Kostanay,89301.42,employed,0,1001971.74,50,20.33,818539.92,9.1659,1,0,2,consumer,0
46,F,Kostanay,1201550.09,employed,24,6781663.54,44,38.91,952970.17,0.7931,1,0,0,consumer,1
38,F,Atyrau,83114.07,retired,13,285708.39,17,35.1,35880.87,0.4317,1,5,97,consumer,0
59,F,Almaty Region,146868.72,retired,34,497344.34,12,38.28,92894.03,0.6325,0,2,2,consumer,1
33,M,Nur-Sultan,84242.8,self_employed,12,395755.35,25,14.88,116829.39,1.3868,0,0,1,consumer,0
45,M,Almaty,104512.43,employed,16,468456.58,13,30.76,131349.65,1.2568,2,0,0,consumer,0
41,M,East Kazakhstan,1051493.74,employed,18,5219478.51,22,13.1,4534383.36,4.3123,0,0,0,auto,1
23,F,Kostanay,152627.0,employed,0,1378167.63,43,21.25,937215.08,6.1405,2,0,0,consumer,0
29,F,North Kazakhstan,150960.33,self_employed,0,1134268.8,62,34.02,842424.95,5.5804,3,1,0,consumer,0
54,F,Almaty,79545.17,employed,29,561826.52,34,36.35,437185.77,5.496,0,2,0,consumer,0
43,M,Kostanay,761513.05,employed,23,2598760.37,18,23.12,515056.86,0.6764,3,1,0,consumer,1
59,F,Almaty,78514.94,employed,38,879657.25,65,5.01,518082.43,6.5984,1,0,2,consumer,0
80,M,Almaty Region,200467.49,employed,46,1148152.85,31,26.37,651495.82,3.2499,1,1,2,consumer,0
38,F,North Kazakhstan,78668.4,student,12,308360.34,33,20.78,164548.83,2.0916,2,0,1,consumer,0
18,F,Kyzylorda,213027.63,employed,0,1376081.44,34,31.47,807099.63,3.7887,0,1,0,consumer,0
40,F,Almaty,250742.3,self_employed,15,2189201.83,39,4.9,1555602.56,6.204,1,0,0,consumer,0
39,M,Aktobe,258771.14,employed,13,1290349.65,18,22.67,378106.33,1.4612,0,9,284,consumer,0
37,M,Shymkent,78863.29,employed,16,822125.05,63,22.06,536120.6,6.798,3,2,2,consumer,0
20,F,Shymkent,80171.69,employed,0,95280.85,45,35.53,9822.7,0.1225,1,1,0,consumer,0
29,F,Kyzylorda,320278.63,employed,4,4709456.06,55,29.23,2352153.52,7.3441,2,9,227,consumer,0
36,F,Almaty Region,271444.98,employed,14,3222482.57,41,25.47,1244998.76,4.5865,3,1,0,consumer,0
37,M,Shymkent,299447.54,employed,14,1230733.72,19,34.18,349014.96,1.1655,3,0,0,consumer,0
41,M,Akmola,76112.41,employed,11,255298.81,35,27.14,57840.7,0.7599,4,1,0,consumer,1
31,F,Aktobe,108028.15,employed,10,927762.15,68,23.57,776471.55,7.1876,1,1,0,consumer,0
34,M,West Kazakhstan,80512.71,employed,10,301348.65,54,19.81,85476.17,1.0616,0,9,192,consumer,0
23,M,Karaganda,809172.71,employed,0,6054838.32,30,20.65,1006027.97,1.2433,2,1,1,consumer,0
62,M,Almaty,196076.3,employed,36,1989300.16,50,35.12,615966.64,3.1414,2,1,0,consumer,0
35,M,Atyrau,122803.33,employed,9,1261184.44,60,20.15,807315.46,6.574,0,7,157,consumer,0
46,M,Almaty,235462.63,employed,21,2805749.85,37,11.27,2774564.63,11.7834,3,0,0,auto,0
38,F,Zhambyl,79643.05,employed,17,263727.24,37,26.8,60954.58,0.7653,1,0,0,consumer,0
52,F,Kostanay,636904.59,employed,30,3397527.41,21,24.59,1879628.18,2.9512,0,1,0,consumer,0
41,M,Aktobe,80045.39,unemployed,17,796870.65,69,6.68,116759.72,1.4587,4,0,0,consumer,0
43,M,Almaty,935230.56,employed,22,4081857.9,22,39.39,440836.23,0.4714,4,0,0,consumer,0
23,F,East Kazakhstan,256230.61,employed,1,1884446.72,29,17.39,1405278.03,5.4844,2,0,0,consumer,0
33,M,Pavlodar,129619.87,employed,10,891695.98,32,16.26,277669.82,2.1422,2,0,0,consumer,0
39,M,Nur-Sultan,103576.28,employed,11,829025.55,43,20.99,277444.0,2.6786,3,0,0,consumer,0
36,F,Aktobe,77376.41,self_employed,11,495312.43,64,4.81,141779.7,1.8323,4,0,2,consumer,0
25,F,Almaty,82311.49,retired,0,522921.32,36,31.19,264762.14,3.2165,2,2,0,consumer,0
26,F,Almaty,82874.9,unemployed,0,799561.65,65,28.2,554314.97,6.6885,4,0,0,consumer,1
44,F,Pavlodar,82747.53,self_employed,19,458992.63,53,36.17,248373.21,3.0015,3,2,2,consumer,1
37,F,Aktobe,725274.85,employed,10,3439791.42,20,20.41,954964.66,1.3167,0,2,0,consumer,0
45,M,Pavlodar,517607.57,employed,22,3224194.18,37,16.18,2851504.0,5.509,0,1,2,auto,0
20,F,Almaty Region,222911.23,unemployed,0,2495925.28,63,20.69,580280.64,2.6032,0,0,0,consumer,0
30,M,Almaty,82564.63,employed,0,445633.8,40,34.18,167550.24,2.0293,3,0,2,consumer,0
44,F,Almaty,76628.31,employed,21,612505.35,44,7.34,273627.76,3.5708,3,2,1,consumer,0
58,M,Almaty Region,168871.37,employed,33,1142757.82,19,7.8,348167.21,2.0617,3,2,0,consumer,0
27,M,Aktobe,110393.55,employed,4,822456.49,31,21.33,421683.84,3.8198,0,0,0,consumer,0
43,F,Karaganda,81422.02,student,22,121839.06,71,15.49,89048.94,1.0937,0,2,0,consumer,0
22,M,Shymkent,107163.89,employed,0,733918.52,39,19.04,115217.6,1.0751,3,2,0,consumer,1
36,M,Zhambyl,233401.36,employed,12,1961584.68,37,4.83,1525880.47,6.5376,1,1,0,consumer,0
44,M,Shymkent,252473.9,employed,19,4193040.62,58,8.39,3972235.07,15.7332,3,1,0,auto,0
29,M,West Kazakhstan,199646.36,employed,1,1204991.19,44,27.28,634031.68,3.1758,1,0,0,consumer,0
53,F,Almaty,253030.39,unemployed,27,1237177.17,36,45.92,1001736.47,3.9589,0,2,0,consumer,0
47,M,Almaty,81127.5,retired,19,333787.92,45,24.92,232087.81,2.8607,0,0,0,consumer,0
47,F,Kostanay,558079.73,employed,23,3749729.68,42,25.49,2398509.92,4.2978,3,0,0,consumer,0
24,M,Zhambyl,78253.15,retired,2,889664.74,58,35.85,215479.05,2.7536,2,0,0,consumer,0
40,M,Almaty,101058.91,retired,15,784919.79,32,37.27,272816.3,2.6996,3,6,226,consumer,0
50,M,Nur-Sultan,93065.21,unemployed,25,1206895.27,41,16.9,450373.47,4.8393,4,1,0,consumer,0
31,M,Atyrau,82501.03,employed,0,681607.08,59,21.09,202096.16,2.4496,2,0,0,consumer,0
26,F,Almaty,1067648.85,employed,0,2817069.16,13,14.9,1817228.36,1.7021,1,1,0,consumer,0
49,M,Nur-Sultan,81788.54,employed,25,330807.18,67,31.88,183565.22,2.2444,0,0,2,consumer,0
51,M,North Kazakhstan,149491.93,employed,27,899430.26,37,32.32,532675.14,3.5632,3,2,0,consumer,0
46,M,Turkistan,431516.85,employed,20,1841027.87,21,11.64,1184647.99,2.7453,0,0,2,consumer,0
46,F,Akmola,350630.96,employed,25,2090303.64,20,13.12,816098.8,2.3275,0,1,2,consumer,0
35,F,Nur-Sultan,138524.93,employed,10,2786362.53,66,18.02,2361507.77,17.0474,2,0,0,auto,0
24,M,Pavlodar,1110590.67,employed,0,4888151.19,21,20.76,4335535.03,3.9038,4,0,0,auto,0
32,F,Turkistan,372544.83,unemployed,6,2512023.57,31,18.98,336609.4,0.9035,0,2,0,consumer,0
19,M,Shymkent,203723.0,employed,0,1333992.37,58,36.36,667265.76,3.2753,1,0,0,consumer,0
46,F,West Kazakhstan,433222.85,employed,25,3201133.47,30,24.13,2588541.64,5.9751,2,2,1,auto,0
38,M,Shymkent,267699.68,student,14,1295166.13,20,27.05,672335.04,2.5115,1,2,1,consumer,0
36,F,Almaty,425459.92,employed,9,4373211.69,42,11.76,4022249.15,9.4539,0,2,2,auto,0
21,F,Nur-Sultan,88183.24,employed,2,1254411.33,67,21.02,414467.97,4.7,2,9,246,consumer,0
26,M,Nur-Sultan,137252.0,employed,4,3589575.99,71,8.69,3266201.63,23.7969,2,0,0,auto,0
55,M,Atyrau,179285.92,employed,31,763596.2,15,12.91,460065.93,2.5661,1,1,2,consumer,0
35,F,East Kazakhstan,317119.87,employed,14,3248467.86,44,4.86,2815118.73,8.8771,2,0,0,auto,0
43,F,Karaganda,251885.67,employed,22,1451537.92,44,29.71,911132.98,3.6172,0,1,0,consumer,0
77,M,Nur-Sultan,429367.01,employed,47,1502886.93,22,21.55,599525.8,1.3963,3,0,0,consumer,0
33,M,Zhambyl,91460.06,retired,10,267257.84,20,30.12,193046.89,2.1107,1,0,2,consumer,0
32,M,Pavlodar,77658.03,employed,5,483121.16,73,6.36,386757.83,4.9802,0,11,281,consumer,0
37,M,Turkistan,82139.93,employed,17,137998.84,68,22.0,32915.6,0.4007,0,9,296,consumer,0
37,M,Almaty,159185.47,student,18,1103890.4,43,31.66,660533.48,4.1494,3,0,1,consumer,0
26,F,Turkistan,613330.43,self_employed,3,7217799.78,70,27.7,5425219.25,8.8455,1,1,1,consumer,0
18,M,Almaty Region,84859.98,employed,0,911155.86,39,37.77,178478.25,2.1032,1,0,2,consumer,0
45,M,Almaty,81596.1,employed,18,734393.52,48,25.35,154893.91,1.8983,4,0,0,consumer,0
27,M,Nur-Sultan,1655990.96,employed,0,4234339.96,14,24.17,1185763.96,0.716,2,0,1,consumer,0
43,M,Mangystau,132234.98,employed,22,1130376.91,34,17.44,852819.75,6.4492,3,0,0,consumer,0
18,M,Shymkent,106889.08,employed,0,691303.9,40,19.66,121408.29,1.1358,0,2,2,consumer,1
38,M,Nur-Sultan,78411.57,employed,13,621438.19,31,23.79,454417.43,5.7952,3,0,0,consumer,0
41,F,Shymkent,185210.63,employed,20,1385102.85,30,21.36,955434.45,5.1586,2,2,0,consumer,0
42,M,Atyrau,498279.62,employed,14,2459565.55,20,17.98,1529781.47,3.0701,2,2,0,consumer,0
32,F,Nur-Sultan,340611.84,unemployed,12,3418774.47,58,15.01,685774.27,2.0134,3,1,0,consumer,0
32,F,Almaty Region,80096.27,retired,7,136213.02,62,17.44,122375.47,1.5278,3,2,1,consumer,0
39,F,Akmola,231184.03,employed,13,1672517.83,46,25.37,268537.41,1.1616,4,2,0,consumer,0
54,F,Almaty Region,84129.58,unemployed,30,1037751.58,40,23.05,275262.06,3.2718,0,2,0,consumer,0
43,M,Almaty Region,81194.22,employed,20,192883.17,51,7.45,94663.71,1.1659,2,0,0,consumer,0
35,F,Shymkent,87480.76,self_employed,12,746809.21,26,4.89,217717.72,2.4887,1,10,242,consumer,0
63,F,Turkistan,809975.76,employed,33,5041219.78,19,16.99,4942812.21,6.1024,0,2,2,auto,0
28,M,West Kazakhstan,937537.49,student,4,3750239.5,13,13.77,3089271.85,3.2951,4,0,0,auto,0
38,F,Nur-Sultan,77870.21,employed,14,168864.52,71,25.37,135218.26,1.7364,1,1,0,consumer,0
33,F,Kyzylorda,75179.61,employed,9,645391.59,72,22.43,454301.6,6.0428,2,1,0,consumer,0
28,F,Pavlodar,349500.91,employed,0,5346529.17,67,12.61,4328868.21,12.3858,0,2,0,auto,0
36,F,Akmola,287998.07,employed,13,1104234.82,32,42.61,595291.6,2.067,2,0,0,consumer,0
33,M,Almaty Region,211391.13,employed,13,4754441.81,56,5.15,782472.19,3.7015,2,2,0,consumer,0
43,F,East Kazakhstan,225271.75,self_employed,17,2153725.39,38,6.64,1177890.44,5.2287,0,2,1,consumer,0
50,M,North Kazakhstan,125670.74,retired,23,749081.49,30,8.95,376954.43,2.9995,4,0,1,consumer,0
41,M,Almaty Region,442791.91,self_employed,19,2594075.63,23,23.18,1669941.56,3.7714,3,2,2,consumer,0
37,F,Atyrau,123399.85,employed,12,1098322.4,64,22.77,604143.67,4.8958,1,2,0,consumer,0
31,F,Akmola,609349.46,employed,8,1979805.85,16,20.82,1304552.99,2.1409,2,1,0,consumer,0
44,M,North Kazakhstan,145651.91,employed,20,1197019.0,38,17.34,337410.68,2.3165,1,0,1,consumer,0
41,F,Karaganda,82652.55,employed,19,523838.67,38,15.0,84632.11,1.0239,0,1,0,consumer,0
44,F,Shymkent,152262.54,employed,22,1881443.32,45,19.25,967150.4,6.3518,3,2,1,consumer,1
35,M,Nur-Sultan,220778.76,employed,8,3161995.89,66,13.81,727411.32,3.2947,1,0,0,consumer,0
35,M,Zhambyl,79623.24,student,8,438601.69,32,33.81,266915.35,3.3522,1,0,0,consumer,0
35,M,Almaty Region,281563.31,employed,14,1551988.48,27,9.1,520887.43,1.85,3,2,1,consumer,0
31,F,Nur-Sultan,1020331.15,employed,8,5438380.97,26,15.06,4630780.78,4.5385,1,0,1,auto,0
44,F,Nur-Sultan,323370.09,employed,23,1657972.21,46,45.23,577749.23,1.7866,1,2,0,consumer,0
71,M,Shymkent,77297.0,self_employed,40,1456998.45,59,6.6,760244.46,9.8352,0,2,2,consumer,0
46,M,Nur-Sultan,111618.42,self_employed,25,1600897.22,70,21.75,1139963.23,10.2129,2,1,1,consumer,0
38,F,Nur-Sultan,223972.26,employed,14,2304545.4,37,26.44,1266015.33,5.6525,0,0,0,consumer,0
55,M,Zhambyl,83413.0,retired,30,435411.63,60,49.92,323147.72,3.874,3,2,2,consumer,0
44,F,Karaganda,79825.72,employed,22,504885.25,41,13.74,79571.11,0.9968,3,0,0,consumer,0
22,F,West Kazakhstan,147802.49,employed,0,929852.51,23,21.15,375364.64,2.5396,1,0,0,consumer,0
51,F,Nur-Sultan,417910.66,employed,27,1211549.29,15,23.28,487503.54,1.1665,3,0,0,consumer,0
18,F,Pavlodar,302781.51,employed,0,1182328.32,18,29.22,462777.15,1.5284,0,0,0,consumer,0
26,F,Almaty,236585.78,employed,1,1780333.2,52,29.16,686522.57,2.9018,0,2,1,consumer,0
38,F,Karaganda,170837.74,employed,18,1489310.73,53,19.27,593871.38,3.4762,3,1,0,consumer,0
27,M,Almaty,202884.06,self_employed,0,1175066.95,17,34.44,848348.49,4.1814,3,0,0,consumer,0
25,F,Turkistan,140428.88,employed,0,631045.92,14,45.56,345504.59,2.4603,1,0,0,consumer,1
46,M,Almaty Region,87285.89,student,24,596547.38,30,39.38,329116.5,3.7705,3,9,255,consumer,1
35,F,Aktobe,209647.24,employed,11,913201.45,16,21.13,548668.22,2.6171,1,0,1,consumer,1
37,F,Almaty Region,124354.78,employed,12,1220778.82,55,33.87,765369.24,6.1547,0,0,0,consumer,0
41,F,Pavlodar,489685.64,employed,15,3002607.83,38,25.86,578694.88,1.1818,0,0,2,consumer,0
39,F,Akmola,84968.67,retired,11,159847.8,39,40.53,83758.82,0.9857,4,0,0,consumer,0
44,F,East Kazakhstan,77341.69,employed,15,216397.07,44,13.71,169291.17,2.1888,3,0,0,consumer,0
43,F,Karaganda,77220.2,employed,18,197267.91,71,14.83,93774.45,1.2144,2,0,0,consumer,0
37,F,Kyzylorda,187477.16,employed,15,1145841.94,42,24.21,948636.4,5.06,3,2,0,consumer,0
45,F,Akmola,351186.0,employed,21,2045930.29,23,13.11,851316.41,2.4241,0,0,2,consumer,0
59,F,Pavlodar,81262.13,employed,39,625720.52,63,13.35,109436.77,1.3467,0,1,0,consumer,0
23,F,West Kazakhstan,104007.84,employed,0,275392.58,11,20.37,184730.25,1.7761,1,0,0,consumer,0
30,F,Almaty Region,79606.48,retired,0,187938.66,62,19.93,91939.88,1.1549,1,0,1,consumer,0
63,F,Karaganda,785741.23,employed,35,6608314.72,53,33.24,5558030.9,7.0736,1,0,2,auto,0
50,F,Pavlodar,81630.38,employed,26,521916.77,47,31.79,68207.76,0.8356,2,0,0,consumer,0
44,M,West Kazakhstan,256906.05,employed,21,1111283.97,16,31.51,759482.68,2.9563,2,0,0,consumer,0
42,M,Atyrau,264924.6,employed,16,1537136.12,27,20.92,789273.45,2.9792,3,0,0,consumer,0
37,F,Akmola,75255.01,retired,13,310393.3,43,19.43,167279.13,2.2228,3,2,1,consumer,0
35,M,Karaganda,369237.84,unemployed,15,1519907.74,30,38.43,598088.42,1.6198,0,0,1,consumer,0
49,F,Almaty Region,80275.67,employed,26,436239.83,14,7.27,216359.88,2.6952,1,0,0,consumer,0
36,F,Almaty,79885.32,employed,15,425721.76,43,43.3,168826.1,2.1133,3,2,1,consumer,0
28,F,Atyrau,147141.78,employed,1,1243235.28,40,16.08,757362.0,5.1471,0,1,0,consumer,0
20,M,Shymkent,112144.92,employed,0,733104.53,41,18.58,120525.51,1.0747,0,0,0,consumer,1
25,M,North Kazakhstan,186854.35,employed,2,869905.04,22,12.43,128063.38,0.6854,2,2,1,consumer,0
52,F,Almaty,1476357.66,employed,25,4361406.93,21,43.82,3743005.39,2.5353,2,1,0,consumer,0
62,M,Turkistan,81867.09,self_employed,39,1285574.03,72,18.29,950736.2,11.613,3,1,0,consumer,0
40,M,Shymkent,252597.2,student,15,1337886.5,21,28.02,684521.13,2.7099,2,2,0,consumer,0
51,F,Shymkent,113632.6,employed,30,2436314.38,56,6.81,626300.78,5.5116,4,1,0,consumer,0
35,F,Almaty,81687.04,employed,6,915795.05,68,7.59,752173.55,9.2079,3,0,1,consumer,0
40,F,Zhambyl,80199.91,student,18,233305.86,40,26.22,113661.12,1.4172,3,1,0,consumer,0
62,M,Zhambyl,96702.66,employed,32,516988.87,36,23.67,350979.29,3.6294,4,0,1,consumer,0
49,F,Pavlodar,204966.75,self_employed,22,1664316.45,32,19.08,1230492.6,6.0033,0,0,0,consumer,0
26,M,Almaty Region,121615.35,student,2,379359.89,21,35.64,200934.59,1.6522,3,0,0,consumer,0
28,F,Akmola,82569.35,employed,4,491741.64,68,27.46,314536.17,3.8093,0,0,2,consumer,0
29,F,Nur-Sultan,243603.53,self_employed,4,1769070.15,54,24.41,1153876.85,4.7367,0,0,0,consumer,0
53,M,East Kazakhstan,80370.53,employed,30,262233.32,51,23.16,56418.3,0.702,3,12,358,consumer,0
39,M,Mangystau,87039.17,employed,14,851636.49,32,18.78,586310.19,6.7361,0,0,0,consumer,0
28,F,Turkistan,121694.72,student,4,851740.95,42,31.92,88704.01,0.7289,2,0,0,consumer,0
32,F,Atyrau,109836.57,self_employed,6,1410307.65,34,10.97,688709.78,6.2703,3,1,0,consumer,0
28,M,Nur-Sultan,682299.26,employed,3,3827235.96,23,9.37,3355246.21,4.9176,2,1,0,auto,0
24,F,Almaty,118747.01,employed,2,958649.94,22,15.31,319914.4,2.6941,1,2,2,consumer,0
27,F,Turkistan,303447.59,employed,0,1731411.52,19,18.02,1594467.15,5.2545,0,2,0,auto,0
41,M,Nur-Sultan,75809.62,retired,13,261387.97,22,38.12,52667.51,0.6947,0,1,0,consumer,0
31,M,North Kazakhstan,79058.91,employed,5,532409.92,64,34.79,54922.23,0.6947,1,0,1,consumer,0
30,M,Kostanay,176809.64,employed,3,873248.8,17,39.26,177730.51,1.0052,1,0,2,consumer,0
51,M,Shymkent,240601.83,employed,27,2493627.55,38,26.17,1683149.22,6.9956,0,1,2,consumer,0
46,F,Turkistan,83620.33,retired,25,226816.19,50,33.06,52253.3,0.6249,3,1,2,consumer,0
47,F,North Kazakhstan,77844.06,retired,22,282373.92,30,21.77,131564.7,1.6901,0,0,0,consumer,1
30,M,North Kazakhstan,82592.91,employed,8,564823.69,60,34.93,52236.59,0.6325,3,2,2,consumer,0
54,M,Kyzylorda,536603.68,self_employed,24,2954293.0,18,21.2,1835503.87,3.4206,3,0,0,consumer,0
31,F,Karaganda,633159.26,employed,7,3042942.63,27,22.51,702046.49,1.1088,3,0,0,consumer,0
28,F,Atyrau,137570.83,employed,2,1300685.73,42,15.33,729947.49,5.3059,2,2,1,consumer,0
27,F,Nur-Sultan,76919.09,student,6,821877.75,72,19.94,580819.05,7.5509,0,1,0,consumer,0
54,F,Almaty,301164.65,employed,29,889290.36,14,16.37,180448.75,0.5992,3,0,1,consumer,0
42,F,West Kazakhstan,166678.54,employed,16,1400307.21,62,21.8,164855.21,0.9891,0,1,0,consumer,1
31,F,East Kazakhstan,418411.12,self_employed,7,1465044.82,12,28.19,644946.29,1.5414,3,1,0,consumer,0
26,M,Nur-Sultan,495660.91,employed,4,3776638.93,54,19.23,3531647.38,7.1251,4,2,2,auto,0
18,F,Akmola,78109.53,student,1,208719.7,59,40.36,173094.88,2.216,0,2,0,consumer,0
45,F,Karaganda,136293.02,employed,18,2141472.65,62,24.87,1503071.96,11.0282,4,1,0,consumer,0
80,M,Almaty Region,196735.14,employed,47,1081729.18,29,25.13,680395.4,3.4584,2,0,0,consumer,0
28,M,Almaty Region,106528.89,retired,10,323519.86,21,31.96,239079.12,2.2442,0,0,0,consumer,0
42,F,Zhambyl,1424183.51,self_employed,14,7216893.45,17,25.81,2639301.27,1.8532,1,0,0,consumer,1
45,F,Almaty,73353.57,employed,21,859375.83,48,9.67,702581.83,9.5779,0,2,0,consumer,0
40,F,Kostanay,78814.18,employed,19,205840.26,16,32.28,111878.65,1.4195,1,1,2,consumer,0
33,M,Almaty,77425.18,employed,9,479158.23,50,18.68,258058.16,3.333,1,14,348,consumer,0
32,M,East Kazakhstan,103918.63,self_employed,3,529380.78,22,13.52,155132.95,1.4928,1,0,0,consumer,0
43,M,Shymkent,504403.87,retired,24,5237470.84,55,32.08,4824851.47,9.5654,0,0,0,auto,0
21,M,Nur-Sultan,619237.57,employed,0,4904112.44,37,8.22,4970674.07,8.0271,2,0,0,auto,0
18,F,North Kazakhstan,83091.78,employed,0,512634.49,73,49.17,138954.38,1.6723,1,0,0,consumer,0
35,F,Almaty,117873.73,employed,11,480457.68,21,28.85,180855.59,1.5343,1,1,1,consumer,1
33,F,Almaty,1088590.25,retired,10,3985567.44,22,19.49,3692344.3,3.3919,4,0,0,auto,0
27,F,Atyrau,145259.67,employed,2,586680.87,24,41.05,84753.64,0.5835,0,0,0,consumer,0
55,M,Kyzylorda,77947.64,self_employed,29,143466.37,62,19.1,111872.54,1.4352,2,1,0,consumer,0
50,F,Akmola,174311.23,unemployed,22,2241498.22,57,22.9,692373.23,3.972,0,1,0,consumer,0
30,F,Kyzylorda,79467.85,employed,7,618907.04,71,25.37,442626.82,5.5698,3,0,2,consumer,0
33,M,Almaty,82061.05,retired,6,144502.13,66,38.36,27247.33,0.332,0,2,0,consumer,0
51,M,Aktobe,247660.36,employed,30,1732359.74,46,24.39,273825.51,1.1056,0,0,0,consumer,0
46,M,Almaty,228469.13,employed,22,1360685.23,31,23.35,1105282.59,4.8378,1,1,2,consumer,0
50,M,Mangystau,77457.99,retired,26,1052799.01,52,33.29,284814.68,3.677,1,1,0,consumer,0
22,M,Akmola,118685.9,employed,1,859087.13,45,22.15,591660.14,4.9851,3,0,0,consumer,0
41,F,Almaty,224545.41,employed,14,1457129.0,32,7.44,726468.8,3.2353,0,0,2,consumer,0
20,M,Nur-Sultan,383853.0,employed,0,2997315.39,50,26.72,1959594.35,5.1051,3,0,0,consumer,0
24,F,Kostanay,101665.64,employed,1,771029.46,27,18.54,532371.59,5.2364,4,0,0,consumer,0
19,F,East Kazakhstan,81323.05,student,0,159442.59,65,21.11,42386.17,0.5212,1,0,2,consumer,0
40,F,Shymkent,79101.41,self_employed,17,1158628.52,69,21.24,667820.66,8.4425,2,0,0,consumer,0
25,F,East Kazakhstan,103693.57,employed,1,514311.43,28,22.5,251471.3,2.4251,0,0,1,consumer,0
19,M,Nur-Sultan,223678.46,employed,2,1349321.4,45,34.8,285067.04,1.2744,1,0,0,consumer,0
23,F,Almaty Region,126366.8,unemployed,1,1808889.49,65,12.07,905762.27,7.1677,0,2,2,consumer,0
36,F,Mangystau,77741.19,employed,7,471474.32,33,30.01,166339.93,2.1396,2,0,1,consumer,0
23,M,Almaty Region,282114.88,unemployed,1,2174868.3,26,9.68,712303.21,2.5249,2,1,0,consumer,0
31,M,Almaty,97022.11,employed,7,1337579.53,39,5.92,761651.43,7.8502,1,1,0,consumer,0
36,F,Karaganda,73574.02,employed,16,275242.87,72,23.19,152688.55,2.0753,4,0,0,consumer,0
61,M,Almaty,883480.49,student,37,2771253.33,17,21.02,2528035.63,2.8614,1,0,0,auto,1
18,M,Pavlodar,181238.86,employed,1,2224014.57,51,13.42,1651584.43,9.1127,0,0,0,consumer,0
48,M,Almaty Region,163821.66,employed,18,1364846.76,39,16.55,722774.37,4.4119,2,2,2,consumer,0
33,F,Akmola,81597.79,retired,6,113525.17,66,33.82,23385.51,0.2866,3,2,0,consumer,0
33,F,Turkistan,152732.65,employed,13,679988.85,22,26.38,70808.86,0.4636,0,2,2,consumer,0
42,F,East Kazakhstan,84592.6,employed,18,538717.91,39,18.12,364212.38,4.3054,0,0,0,consumer,0
25,M,Almaty,84455.76,self_employed,2,959623.07,62,28.99,624108.85,7.3897,3,0,0,consumer,0
49,F,Pavlodar,177482.98,employed,22,788929.87,15,10.1,575335.49,3.2416,0,0,0,consumer,0
19,F,Shymkent,77554.9,self_employed,0,787851.58,69,7.48,250995.59,3.2363,0,1,0,consumer,0
29,F,Shymkent,217101.73,employed,7,1760357.14,29,43.64,1123605.39,5.1755,1,1,0,consumer,0
21,F,Pavlodar,499195.46,self_employed,0,4601682.63,67,11.04,4137427.86,8.2882,0,1,0,auto,0
20,F,Nur-Sultan,540089.36,employed,0,3584149.65,21,7.92,2522105.55,4.6698,4,0,1,consumer,0
