age,gender,region,monthly_income,employment_status,work_experience,loan_amount,loan_term,interest_rate,current_debt,debt_to_income,number_of_loans,overdue_count,max_days_overdue,loan_purpose,target
39,M,Урал,248993.05,employed,6,1721138.07,27,17.67,272855.35,1.0958,3,2,51,business,0
43,M,Москва,244787.59,employed,13,1778796.08,75,13.43,303419.44,1.2395,10,4,59,consumer,0
24,F,Дальний Восток,266218.92,unemployed,3,1900361.35,52,13.87,294772.39,1.1073,18,0,54,consumer,0
28,M,Урал,202662.74,employed,3,1299028.11,35,10.34,287130.88,1.4168,3,4,48,consumer,0
37,M,Центральный ФО,169664.42,retired,9,1955053.93,12,10.1,431433.92,2.5429,2,3,10,consumer,0
43,M,Урал,255408.22,employed,13,1743480.43,61,14.1,295232.07,1.1559,4,1,25,consumer,0
39,M,Москва,269313.24,employed,5,1750073.78,84,13.37,301770.4,1.1205,3,5,82,consumer,0
42,M,Москва,248591.93,employed,9,1471669.83,67,11.3,279884.1,1.1259,6,4,61,consumer,0
46,F,Санкт-Петербург,128003.25,employed,3,454492.06,27,14.49,272562.93,2.1293,10,0,61,consumer,0
30,M,Москва,182578.89,employed,9,1663995.01,57,17.44,295688.0,1.6195,3,2,40,consumer,0
33,F,Дальний Восток,259358.11,employed,13,1799499.26,54,15.02,283491.83,1.093,8,1,48,consumer,0
44,M,Урал,290355.45,employed,0,2124869.44,36,18.66,300439.03,1.0347,12,3,62,business,0
47,M,Центральный ФО,226370.36,employed,5,1574229.37,56,12.96,299297.13,1.3222,4,4,43,consumer,0
40,M,Москва,193868.83,employed,17,969864.12,54,13.33,262498.73,1.354,5,0,52,consumer,0
40,M,Урал,264527.0,employed,3,1740860.99,27,18.15,281656.09,1.0647,3,0,47,business,0
43,M,Урал,263048.61,employed,19,2131182.81,27,23.89,295473.59,1.1233,18,3,44,business,0
29,F,Поволжье,18370.28,employed,4,175635.07,67,28.01,144297.27,7.8545,6,0,54,consumer,1
22,F,Дальний Восток,247336.09,unemployed,6,1985367.35,52,13.25,298639.92,1.2074,16,4,53,consumer,0
46,F,Санкт-Петербург,142636.85,self_employed,15,876897.12,42,15.44,302894.84,2.1235,0,4,102,consumer,0
37,F,Дальний Восток,272052.27,employed,6,1903840.27,16,12.79,289057.5,1.0625,4,2,64,consumer,0
38,M,Центральный ФО,332536.1,employed,8,2186789.35,33,28.98,282750.06,0.8503,5,3,16,consumer,0
34,M,Урал,364666.03,employed,7,665223.88,20,20.15,281319.77,0.7714,5,3,60,consumer,1
44,M,Центральный ФО,229993.9,employed,8,1666532.92,56,12.16,292833.06,1.2732,3,3,42,consumer,0
43,F,Санкт-Петербург,210164.81,employed,7,1178862.97,32,12.36,287401.02,1.3675,0,0,44,consumer,0
33,F,Дальний Восток,532180.42,employed,17,2440420.78,65,11.03,354337.41,0.6658,0,1,54,consumer,0
41,M,Москва,285678.42,employed,19,2147939.26,47,13.2,295544.33,1.0345,4,3,69,consumer,0
42,M,Москва,115714.32,employed,7,311641.32,65,11.72,283438.46,2.4494,0,3,85,auto,0
50,M,Москва,425144.67,employed,0,1625078.53,72,12.27,368703.51,0.8672,15,0,58,consumer,0
36,M,Урал,265278.68,employed,0,1701275.55,24,17.47,288633.12,1.088,13,4,64,business,0
41,M,Центральный ФО,230617.66,employed,6,1402812.03,84,15.27,293221.19,1.2715,3,9,262,consumer,0
49,F,Сибирь,210678.2,employed,12,1790663.09,44,12.37,227548.12,1.0801,4,0,48,consumer,0
24,M,Москва,335869.57,employed,12,2347355.37,59,16.1,276372.88,0.8229,6,1,85,consumer,0
36,F,Санкт-Петербург,155468.04,employed,12,787580.12,35,11.8,295638.39,1.9016,6,0,25,consumer,1
45,M,Москва,270395.09,employed,10,1756618.82,71,12.2,295723.39,1.0937,7,3,57,consumer,0
32,M,Юг России,124686.8,employed,2,494753.17,69,12.85,291439.87,2.3374,4,3,61,consumer,0
37,M,Юг России,425649.93,employed,15,1873778.07,84,25.53,277413.2,0.6517,6,0,65,consumer,0
39,F,Сибирь,224186.51,employed,11,1700176.23,29,25.6,300291.74,1.3395,7,0,44,consumer,0
37,F,Дальний Восток,289657.4,employed,12,2015534.15,61,12.54,302720.35,1.0451,6,2,53,consumer,0
35,F,Дальний Восток,272801.46,employed,5,1951191.49,12,12.7,290661.83,1.0655,3,0,64,consumer,0
30,F,Поволжье,150531.92,employed,11,823332.55,37,18.66,290075.42,1.927,5,4,49,business,0
30,M,Москва,228747.45,employed,3,1980129.86,82,11.58,208612.42,0.912,15,2,39,consumer,0
31,M,Москва,186923.04,employed,10,962037.07,42,19.13,279867.74,1.4972,3,2,42,consumer,0
50,M,Москва,411339.18,employed,2,1690769.27,73,12.49,348545.65,0.8473,18,4,62,consumer,0
27,F,Поволжье,18289.95,employed,2,171744.34,66,26.69,147550.68,8.0669,6,4,51,consumer,1
43,M,Юг России,151939.2,employed,9,513077.17,81,12.42,271917.17,1.7896,5,4,64,consumer,0
39,M,Урал,259002.69,self_employed,9,1849550.58,65,14.78,299776.17,1.1574,6,2,40,consumer,0
29,M,Урал,291488.85,employed,12,2165815.19,25,11.67,281932.94,0.9672,8,0,70,business,0
40,F,Санкт-Петербург,127332.05,employed,7,416125.71,37,14.45,289996.25,2.2775,2,3,109,consumer,0
22,F,Дальний Восток,248941.75,employed,0,1793257.93,46,12.95,288644.45,1.1595,4,0,37,consumer,1
47,F,Санкт-Петербург,228831.89,employed,13,1416686.23,71,14.12,294739.94,1.288,5,0,66,consumer,0
43,M,Москва,158653.41,employed,19,925995.67,45,13.07,274893.87,1.7327,3,1,67,consumer,0
37,M,Центральный ФО,333414.39,employed,11,2036823.83,35,12.23,328930.84,0.9865,7,3,25,consumer,1
24,F,Санкт-Петербург,303931.28,employed,7,2345613.93,54,10.2,297452.94,0.9787,10,2,43,consumer,0
39,F,Санкт-Петербург,255753.2,employed,11,302775.1,37,16.99,289920.6,1.1336,2,4,56,consumer,1
43,M,Центральный ФО,235290.94,employed,9,1737998.21,52,13.51,282184.88,1.1993,3,4,41,consumer,0
31,M,Юг России,124850.42,employed,0,322236.98,34,28.45,290919.16,2.3301,17,3,59,consumer,0
46,F,Сибирь,318748.19,employed,17,1340403.28,64,12.21,286252.22,0.898,7,0,25,consumer,0
44,M,Урал,177779.45,employed,7,775287.23,37,18.72,297892.4,1.6756,5,0,15,business,1
29,M,Юг России,149426.29,employed,7,311675.94,81,12.48,290251.73,1.9424,1,1,51,consumer,0
30,M,Москва,193565.48,employed,7,999357.56,41,11.84,293306.65,1.5153,0,1,57,consumer,0
33,M,Юг России,128794.11,self_employed,6,526880.49,73,13.33,292738.56,2.2729,11,3,48,consumer,0
28,M,Урал,210042.63,employed,2,1934479.26,24,25.54,427366.13,2.0347,10,0,64,consumer,1
42,F,Поволжье,177888.73,employed,2,962746.48,68,13.15,304312.41,1.7107,1,7,263,consumer,0
42,M,Урал,263319.61,employed,16,2220988.62,29,22.81,284490.1,1.0804,18,0,45,business,0
21,F,Дальний Восток,281801.02,unemployed,4,1863617.77,53,13.9,294126.82,1.0437,17,1,53,consumer,0
45,M,Москва,283186.56,employed,15,2338396.34,48,12.07,288378.29,1.0183,2,0,71,consumer,0
48,M,Центральный ФО,311509.84,employed,8,2063994.31,28,11.98,286618.23,0.9201,1,0,57,consumer,0
46,F,Санкт-Петербург,128281.74,employed,2,433070.25,27,14.44,274774.89,2.1419,12,1,60,consumer,0
31,M,Юг России,122577.7,employed,0,334751.02,32,26.98,286660.47,2.3386,17,2,57,consumer,0
26,M,Урал,486498.18,employed,1,1958333.31,56,27.58,215386.89,0.4427,21,3,23,consumer,1
22,M,Юг России,286034.46,employed,2,2081719.96,36,9.43,286865.95,1.0029,16,4,66,consumer,1
42,M,Центральный ФО,217580.8,employed,11,1135055.03,35,15.11,175789.34,0.8079,0,0,41,consumer,1
29,M,Юг России,155039.23,employed,6,316680.41,83,12.67,274173.48,1.7684,4,2,54,consumer,0
32,F,Сибирь,263341.85,employed,1,1836774.34,62,10.78,276726.02,1.0508,4,1,33,consumer,0
46,M,Центральный ФО,235209.72,employed,8,1795993.81,52,12.13,272567.78,1.1588,2,4,42,consumer,0
35,F,Санкт-Петербург,256611.37,unemployed,8,1053108.53,38,22.12,212986.58,0.83,11,0,10,consumer,1
44,F,Сибирь,305168.8,employed,17,1389255.97,62,12.47,285802.86,0.9365,6,0,23,consumer,0
25,F,Поволжье,17283.7,employed,2,170068.46,66,28.86,158618.67,9.1768,4,0,53,consumer,1
39,M,Урал,254226.43,self_employed,8,1798880.21,69,13.9,287985.74,1.1328,6,4,44,consumer,0
30,M,Москва,234965.31,employed,3,1962157.64,84,12.95,219177.59,0.9328,13,0,39,consumer,0
40,M,Москва,306607.89,employed,11,2331374.68,84,22.56,281719.38,0.9188,0,3,71,consumer,0
26,M,Москва,169921.68,employed,10,622609.3,70,20.33,296804.74,1.7467,3,2,47,consumer,0
39,M,Центральный ФО,193963.3,employed,13,1142594.2,34,21.05,298983.93,1.5414,3,2,51,consumer,0
36,F,Санкт-Петербург,365233.01,employed,9,1789127.44,64,24.22,267867.68,0.7334,3,0,51,consumer,0
35,M,Урал,304725.09,employed,2,2007643.55,26,18.72,303485.88,0.9959,7,1,42,business,0
37,M,Урал,429798.5,employed,16,1855615.84,66,20.36,227536.8,0.5294,20,3,45,consumer,1
34,F,Поволжье,169309.86,employed,8,831003.27,26,18.24,294486.25,1.7393,3,1,64,business,0
51,M,Москва,334967.04,employed,18,1868221.59,69,20.65,215042.37,0.642,2,1,42,consumer,0
37,M,Урал,318523.97,employed,7,2172472.76,26,19.07,282765.12,0.8877,8,1,42,consumer,0
25,M,Юг России,294684.0,employed,1,2170394.49,37,9.32,297099.47,1.0082,15,0,64,consumer,1
26,F,Дальний Восток,288870.66,employed,4,1505477.6,39,21.69,287290.02,0.9945,17,3,62,consumer,1
39,M,Центральный ФО,199929.44,employed,11,1190587.13,36,21.28,311271.4,1.5569,6,0,48,consumer,0
28,M,Москва,157335.55,employed,0,622881.33,33,9.85,287324.56,1.8262,14,3,63,refinance,0
32,F,Санкт-Петербург,289069.71,employed,10,2003391.64,36,12.72,292224.53,1.0109,3,4,51,consumer,1
41,M,Центральный ФО,193406.85,employed,5,1057740.61,36,15.16,284252.03,1.4697,2,10,285,consumer,0
37,F,Санкт-Петербург,355697.18,employed,11,1772253.87,65,25.05,298661.06,0.8396,4,3,51,consumer,0
41,F,Поволжье,191342.2,employed,5,959684.51,69,12.8,284533.88,1.487,3,9,264,consumer,0
29,F,Санкт-Петербург,139779.29,employed,18,322785.14,43,10.99,276613.18,1.9789,9,1,44,consumer,0
36,M,Центральный ФО,367985.57,employed,10,2043530.57,36,12.26,352792.21,0.9587,6,0,23,consumer,1
41,F,Сибирь,269860.38,employed,5,2348235.4,8,12.68,298786.46,1.1072,5,2,61,consumer,0
34,M,Урал,270999.44,employed,0,1681953.6,27,16.85,274637.47,1.0134,11,3,65,business,0
43,F,Поволжье,179091.96,employed,6,910360.78,68,13.26,291626.32,1.6284,0,9,262,consumer,0
28,F,Поволжье,259312.62,employed,9,1344057.61,72,25.32,302588.28,1.1669,4,3,48,consumer,0
36,M,Москва,264076.62,employed,5,1927005.29,82,11.97,287991.09,1.0906,3,2,79,consumer,0
45,F,Санкт-Петербург,136475.26,self_employed,18,847149.76,41,15.41,289175.57,2.1189,0,5,99,consumer,0
43,M,Москва,245312.44,employed,11,1753726.97,75,12.19,290291.81,1.1834,9,4,58,consumer,0
36,M,Москва,206003.32,employed,12,1396571.38,76,11.91,293902.07,1.4267,7,3,60,consumer,0
42,M,Центральный ФО,189658.38,employed,12,1103508.17,36,15.21,183678.06,0.9685,2,0,41,consumer,1
25,M,Урал,140371.78,employed,0,430136.18,84,25.3,293000.26,2.0873,17,3,55,consumer,0
47,F,Поволжье,270116.79,employed,8,389781.49,44,12.36,149151.72,0.5522,8,0,49,consumer,1
46,M,Центральный ФО,206804.2,employed,10,1074504.45,35,15.28,174973.9,0.8461,2,3,40,consumer,1
31,F,Санкт-Петербург,283813.61,employed,8,1527108.36,52,17.2,301335.74,1.0617,0,1,44,consumer,1
43,F,Санкт-Петербург,201445.77,employed,10,1193718.84,34,12.95,297901.57,1.4788,2,0,44,consumer,0
40,M,Москва,176090.79,employed,3,1056048.37,67,13.1,291279.2,1.6541,6,2,53,consumer,1
44,M,Москва,19887.69,employed,3,195681.21,65,13.83,149556.36,7.5197,13,1,54,consumer,0
48,F,Санкт-Петербург,234688.45,employed,10,1414272.46,73,14.22,291859.31,1.2436,5,2,67,consumer,0
36,M,Центральный ФО,166920.65,retired,11,1944245.39,11,10.71,444488.34,2.6629,4,1,10,consumer,0
46,M,Юг России,211619.39,employed,6,1327385.54,43,21.59,282838.18,1.3365,9,3,64,consumer,0
36,M,Юг России,256276.74,employed,12,1801874.91,69,19.07,290944.54,1.1353,0,3,45,consumer,0
34,F,Поволжье,271827.14,retired,11,1732986.66,20,11.37,301164.11,1.1079,10,4,51,consumer,0
41,F,Сибирь,283240.24,employed,6,2216586.98,12,12.61,282017.57,0.9957,2,0,58,consumer,0
30,M,Москва,188859.78,employed,7,927939.3,43,20.03,292017.57,1.5462,4,1,44,consumer,0
24,M,Москва,314711.16,employed,10,2244703.73,59,16.11,285726.78,0.9079,6,5,85,consumer,0
45,M,Москва,512368.71,employed,12,2362132.72,23,16.2,345722.88,0.6748,10,2,16,consumer,0
46,F,Сибирь,310244.28,employed,18,1254670.19,63,13.2,296052.8,0.9543,7,3,24,consumer,0
48,M,Юг России,124719.9,employed,18,536336.73,84,24.33,272721.53,2.1867,13,4,51,consumer,0
38,M,Урал,306401.24,employed,2,2194852.29,28,18.23,278623.75,0.9093,16,4,64,business,0
49,M,Москва,450051.14,employed,1,1644747.49,75,12.89,366495.0,0.8143,17,0,62,consumer,0
31,F,Дальний Восток,259995.6,employed,9,1844400.9,45,11.94,301496.4,1.1596,2,1,56,consumer,0
33,F,Поволжье,340444.91,employed,0,1595696.01,55,27.34,406062.64,1.1927,4,2,68,consumer,1
44,M,Москва,246677.23,employed,6,1756637.7,41,12.46,298559.63,1.2103,6,1,69,consumer,0
28,F,Санкт-Петербург,243866.52,employed,7,1916344.84,40,15.32,366406.87,1.5025,3,0,19,consumer,1
40,M,Урал,297181.06,employed,4,749459.51,35,18.37,338429.99,1.1388,14,0,50,consumer,1
33,M,Юг России,129098.27,employed,0,337093.76,36,29.0,289421.31,2.2419,17,2,56,consumer,0
34,F,Санкт-Петербург,351569.39,employed,9,1695650.05,64,24.45,287376.22,0.8174,4,2,51,consumer,0
40,F,Санкт-Петербург,218950.44,employed,10,1310124.15,76,15.69,275695.48,1.2592,7,3,41,consumer,1
46,M,Юг России,211749.96,employed,8,1319943.64,40,22.55,280748.36,1.3258,12,3,67,consumer,0
34,F,Поволжье,167107.45,employed,9,841659.51,25,18.98,297544.39,1.7805,3,2,67,business,0
33,F,Дальний Восток,189981.47,employed,14,1350503.63,37,10.06,292369.0,1.5389,0,0,53,consumer,0
33,F,Дальний Восток,333864.72,employed,18,2240329.19,72,12.96,286566.77,0.8583,11,4,58,consumer,0
42,M,Центральный ФО,105200.6,employed,17,1584557.96,60,27.04,430877.86,4.0957,10,0,26,consumer,1
37,M,Центральный ФО,254406.89,employed,17,1656435.04,38,12.66,286569.44,1.1264,5,1,38,consumer,1
36,M,Юг России,121686.25,self_employed,9,575551.01,76,20.78,298106.47,2.4498,11,4,40,consumer,0
42,M,Урал,274134.53,employed,7,658948.33,23,12.41,280035.89,1.0215,6,1,65,consumer,0
50,M,Центральный ФО,303855.03,employed,6,2112066.92,28,12.53,277117.43,0.912,2,2,58,consumer,0
38,M,Центральный ФО,109662.77,employed,18,1542950.27,59,27.83,425049.16,3.8759,9,1,27,consumer,1
41,M,Москва,214057.35,employed,13,1507446.99,44,20.02,289176.36,1.3509,8,4,53,consumer,0
50,M,Юг России,129456.08,employed,15,496905.82,84,26.39,274755.76,2.1224,17,1,48,consumer,0
21,F,Дальний Восток,253641.02,employed,0,1809960.08,47,12.54,271042.84,1.0686,5,1,35,consumer,1
50,M,Центральный ФО,290155.08,employed,6,2120772.16,26,13.15,291079.24,1.0032,0,0,61,consumer,0
29,M,Юг России,234528.72,self_employed,4,1845321.26,84,9.83,284007.07,1.211,15,2,60,consumer,0
36,M,Урал,320720.84,employed,9,2258901.67,28,17.92,309371.8,0.9646,8,4,45,consumer,0
44,F,Сибирь,268304.45,employed,4,2337255.42,10,11.77,266869.47,0.9946,4,4,59,consumer,0
30,M,Юг России,128315.17,employed,1,333246.71,33,26.97,274148.65,2.1365,14,3,56,consumer,0
46,F,Дальний Восток,247996.29,employed,2,1506301.26,26,20.56,285257.31,1.1502,16,4,42,consumer,0
29,F,Поволжье,246297.15,employed,8,1545310.53,68,24.76,286544.92,1.1634,4,3,48,consumer,0
22,F,Дальний Восток,298644.55,employed,5,1965461.33,39,13.37,303181.59,1.0152,12,4,51,consumer,0
39,F,Поволжье,268793.36,employed,10,1385492.55,65,19.42,434540.95,1.6166,2,0,33,consumer,0
40,F,Санкт-Петербург,220824.13,employed,10,1254942.55,77,16.11,282109.44,1.2775,4,0,41,consumer,1
43,F,Сибирь,281847.43,employed,8,2238822.44,12,12.7,292049.68,1.0362,4,3,61,consumer,0
28,M,Москва,213250.43,employed,6,1078410.39,41,11.81,306450.84,1.437,3,4,58,consumer,0
28,M,Москва,205795.02,employed,5,1102474.07,42,12.19,285888.68,1.3892,1,4,59,consumer,0
32,M,Юг России,253709.0,self_employed,6,1805067.84,82,9.96,280081.59,1.1039,16,0,59,consumer,0
40,M,Москва,189569.52,employed,17,976592.57,56,12.71,288260.27,1.5206,4,0,54,consumer,0
29,F,Сибирь,116570.48,employed,15,331922.3,58,9.65,274277.0,2.3529,4,3,51,consumer,1
40,M,Москва,180421.59,employed,2,1058289.47,71,12.41,288628.13,1.5997,5,2,53,consumer,1
36,M,Юг России,104350.14,self_employed,4,305883.51,77,14.29,301360.13,2.8879,20,0,46,auto,0
42,F,Санкт-Петербург,236882.64,employed,9,1598466.47,38,16.64,281553.62,1.1886,10,2,62,consumer,1
33,M,Юг России,116495.86,employed,0,324432.08,34,28.26,286286.75,2.4575,15,2,57,consumer,0
26,M,Москва,164904.33,employed,13,636528.35,73,20.52,292286.3,1.7724,0,2,46,consumer,0
26,F,Дальний Восток,128329.24,employed,1,519240.56,39,27.23,278021.07,2.1665,15,4,61,auto,0
47,M,Москва,133296.42,employed,11,307419.91,35,23.32,293042.26,2.1984,12,2,61,consumer,1
41,M,Москва,276566.45,employed,19,2333461.27,48,13.24,279786.99,1.0116,2,1,70,consumer,0
40,F,Санкт-Петербург,243816.91,employed,9,312019.42,34,16.87,293615.24,1.2042,4,0,56,consumer,1
43,F,Санкт-Петербург,302903.64,employed,9,2160943.78,38,12.99,248570.23,0.8206,10,2,79,consumer,1
37,F,Дальний Восток,275830.88,employed,14,2200459.17,60,13.29,276725.74,1.0032,6,4,53,consumer,0
26,M,Москва,160363.33,employed,3,615463.06,36,9.96,283581.8,1.7684,12,0,62,refinance,0
35,M,Урал,261006.09,self_employed,8,1838378.07,66,14.3,282497.41,1.0823,6,0,42,consumer,0
38,M,Москва,301155.35,employed,12,2393654.75,84,22.2,275384.16,0.9144,2,4,71,consumer,0
34,M,Центральный ФО,134005.07,unemployed,10,446361.89,75,19.62,280149.98,2.0906,0,5,83,consumer,0
34,M,Урал,259091.86,employed,2,1570043.95,25,16.88,294340.92,1.136,15,2,64,business,0
44,M,Урал,233306.86,employed,6,1528292.04,47,14.21,292758.08,1.2548,15,2,66,consumer,0
34,F,Дальний Восток,184393.67,employed,15,1396208.45,37,9.24,296001.0,1.6053,0,2,56,consumer,0
43,F,Санкт-Петербург,250193.74,employed,10,1558942.79,37,16.6,289684.85,1.1578,10,4,62,consumer,1
39,M,Урал,231043.2,employed,0,1641763.81,24,18.49,300620.47,1.3011,11,0,60,business,0
40,M,Юг России,105730.75,self_employed,4,324162.63,76,14.21,280194.74,2.6501,17,0,46,auto,0
33,M,Урал,171829.13,employed,8,838293.1,45,17.2,270414.6,1.5737,15,1,44,consumer,0
39,F,Поволжье,296699.4,employed,8,1291049.64,62,17.74,369608.9,1.2457,0,0,33,consumer,0
23,M,Юг России,289678.48,employed,15,533928.97,76,24.14,293063.95,1.0117,9,3,68,auto,0
43,M,Урал,289809.98,employed,18,2289328.85,25,24.21,290722.96,1.0031,20,4,46,business,0
37,F,Сибирь,247374.95,employed,1,1852666.4,36,12.86,296178.45,1.1973,5,0,28,auto,1
44,F,Сибирь,343424.25,employed,16,1363185.46,64,12.7,278190.34,0.81,5,0,21,consumer,0
48,F,Дальний Восток,338945.51,employed,6,1582400.29,32,16.47,300098.4,0.8854,20,2,67,consumer,1
29,M,Урал,201288.61,employed,0,2045159.14,26,25.63,445914.39,2.2153,9,4,65,consumer,1
41,M,Юг России,142806.25,employed,3,331181.54,78,12.51,271149.47,1.8987,1,3,61,consumer,0
42,F,Сибирь,283273.65,employed,6,2198512.63,9,12.9,277364.21,0.9791,2,0,59,consumer,0
33,M,Москва,212899.31,employed,1,1868637.64,84,11.93,236562.51,1.1111,14,0,38,consumer,0
27,F,Сибирь,280363.99,employed,13,2163599.28,32,10.33,291996.14,1.0415,4,2,54,consumer,1
37,F,Санкт-Петербург,163129.7,employed,13,736615.26,35,10.65,291414.65,1.7864,4,3,25,consumer,1
44,M,Центральный ФО,210834.3,employed,11,1122484.86,37,15.15,180902.32,0.858,2,2,38,consumer,1
47,F,Санкт-Петербург,118910.82,employed,10,413703.98,56,20.03,294591.45,2.4774,6,1,50,consumer,0
38,F,Санкт-Петербург,254230.92,employed,0,2043738.28,63,15.23,293069.51,1.1528,5,1,94,consumer,0
30,F,Санкт-Петербург,305021.17,employed,10,1964537.06,35,12.47,266309.56,0.8731,2,2,50,consumer,1
25,M,Москва,172563.69,employed,12,695042.85,71,19.11,292531.09,1.6952,3,2,48,consumer,0
38,M,Центральный ФО,109756.38,employed,17,1584468.84,62,27.9,460888.94,4.1992,9,1,28,consumer,1
42,F,Санкт-Петербург,394519.85,employed,7,1824001.11,30,26.03,301705.14,0.7647,3,0,66,consumer,0
36,F,Сибирь,254699.83,employed,5,1604860.54,56,12.29,228334.05,0.8965,0,7,227,consumer,0
31,M,Центральный ФО,136325.99,unemployed,13,422038.07,74,19.81,299199.48,2.1947,2,3,82,consumer,0
24,M,Москва,322781.2,employed,13,2308160.51,59,15.56,291501.74,0.9031,7,4,83,consumer,0
24,M,Юг России,282211.63,employed,12,513656.65,79,26.2,277403.45,0.983,7,4,70,auto,0
32,F,Поволжье,189723.29,employed,14,1243483.37,78,19.71,280128.52,1.4765,1,4,40,consumer,0
42,M,Урал,276994.52,employed,19,2080755.63,25,24.44,290933.36,1.0503,17,3,44,business,0
47,F,Санкт-Петербург,127264.47,employed,11,396423.08,55,19.43,294034.32,2.3104,7,2,50,consumer,0
39,M,Урал,254595.11,employed,7,1633829.99,27,18.46,297045.55,1.1667,2,4,49,business,0
39,F,Дальний Восток,242392.23,employed,16,1576167.1,36,13.46,269058.59,1.11,0,0,65,consumer,0
38,F,Дальний Восток,268159.66,employed,16,2117047.69,61,13.25,277613.97,1.0353,4,1,54,consumer,0
46,F,Сибирь,293193.96,employed,12,2357711.53,74,10.95,295566.33,1.0081,4,1,43,consumer,0
42,M,Центральный ФО,202403.69,employed,13,1100186.37,38,15.66,170655.16,0.8431,2,4,39,consumer,1
38,M,Урал,274255.21,employed,6,710874.58,33,17.47,341027.54,1.2435,14,4,48,consumer,1
40,M,Москва,225969.95,employed,14,1467972.28,42,19.43,284453.83,1.2588,5,2,49,consumer,0
28,F,Санкт-Петербург,385324.62,employed,11,1437438.02,42,17.36,240482.36,0.6241,3,1,84,consumer,0
46,M,Москва,19361.28,employed,3,178638.42,65,14.02,144798.05,7.4784,11,1,54,consumer,0
42,M,Москва,217634.92,employed,14,1524403.23,44,19.7,264950.71,1.2174,7,4,51,consumer,0
33,M,Урал,186513.79,employed,8,1005400.02,70,13.18,289055.57,1.5498,2,3,63,consumer,0
37,M,Москва,174903.6,employed,5,1084191.66,68,12.96,293396.25,1.6775,4,1,57,consumer,1
22,F,Сибирь,238527.19,employed,3,1531665.67,72,27.4,296937.5,1.2449,3,4,61,refinance,0
48,F,Поволжье,284606.33,employed,10,376174.86,43,12.18,152887.44,0.5372,5,2,47,consumer,1
36,F,Дальний Восток,270808.82,employed,6,1883582.26,16,12.91,264868.41,0.9781,3,1,66,consumer,0
43,M,Москва,257714.33,employed,12,1778341.54,72,12.76,291479.74,1.131,11,4,57,consumer,0
34,M,Центральный ФО,351817.81,employed,9,1977679.53,36,13.01,349798.05,0.9943,4,0,23,consumer,1
30,M,Москва,213969.82,employed,0,1937714.29,84,12.57,218020.05,1.0189,17,2,38,consumer,0
41,M,Москва,239322.79,employed,18,1900641.05,35,11.88,417267.83,1.7435,10,3,22,consumer,1
38,M,Юг России,255893.52,employed,15,1827300.34,69,19.17,291349.08,1.1386,0,1,43,consumer,0
48,M,Урал,318189.22,employed,9,920413.47,36,18.6,278246.7,0.8745,5,0,43,consumer,0
28,F,Санкт-Петербург,295786.02,employed,12,2288069.3,44,14.1,295125.98,0.9978,0,1,67,consumer,0
31,F,Поволжье,193733.21,employed,14,1233837.28,79,20.42,288540.39,1.4894,3,4,42,consumer,0
39,F,Санкт-Петербург,249756.99,employed,0,1832504.71,64,15.18,295357.9,1.1826,5,3,92,consumer,0
43,M,Юг России,164718.94,employed,9,504589.48,79,13.0,301180.59,1.8284,1,1,64,consumer,0
37,M,Москва,179173.22,employed,5,1037897.1,70,12.57,286969.1,1.6016,4,4,56,consumer,1
49,F,Сибирь,215576.85,employed,11,2006523.23,43,12.66,210057.21,0.9744,5,0,46,consumer,0
42,M,Урал,170949.25,employed,5,699354.68,38,19.6,285218.0,1.6684,4,1,15,business,1
36,M,Центральный ФО,340499.97,employed,9,2012291.85,38,12.18,374092.17,1.0987,6,0,23,consumer,1
44,M,Центральный ФО,223497.4,employed,9,1664883.99,55,12.16,293341.81,1.3125,2,3,42,consumer,0
36,M,Москва,257500.4,retired,10,1700247.81,43,10.76,308690.95,1.1988,10,3,70,consumer,0
26,M,Москва,171412.3,employed,10,653580.76,70,19.36,282145.09,1.646,1,3,45,consumer,0
44,F,Сибирь,210706.98,employed,1,1631797.36,82,27.4,278802.81,1.3232,5,3,81,consumer,0
39,M,Юг России,158119.82,self_employed,6,507392.74,75,13.32,288746.09,1.8261,6,1,50,consumer,0
37,F,Дальний Восток,326309.87,employed,19,2238578.65,73,13.32,317529.63,0.9731,11,4,60,consumer,0
45,M,Урал,271200.1,employed,16,2166663.79,25,24.48,281931.05,1.0396,20,0,44,business,0
41,M,Урал,190619.02,employed,7,786077.63,38,18.23,291657.57,1.53,4,0,17,business,1
36,M,Урал,444736.36,employed,14,1829353.87,64,21.12,221648.18,0.4984,20,3,47,consumer,1
50,M,Москва,129386.42,employed,11,339533.46,35,23.53,295773.57,2.286,12,0,60,consumer,1
46,M,Москва,20209.54,employed,1,168547.26,66,14.15,153492.5,7.5947,15,2,51,consumer,0
38,M,Центральный ФО,325069.12,employed,5,2051741.5,33,27.97,287558.7,0.8846,7,3,15,consumer,0
29,M,Юг России,236821.09,self_employed,4,1755475.0,84,9.8,293060.28,1.2375,14,0,60,consumer,0
41,F,Сибирь,265612.21,employed,0,1743796.27,38,12.53,291255.55,1.0965,8,0,29,auto,1
49,M,Москва,421864.78,employed,4,1616015.05,75,12.74,385806.91,0.9145,14,2,60,consumer,0
36,F,Сибирь,241934.12,employed,5,1582802.55,58,12.82,256522.47,1.0603,1,5,229,consumer,0
38,F,Санкт-Петербург,247643.08,employed,0,1850953.52,62,14.91,290466.13,1.1729,7,2,96,consumer,0
