loan_id,origination_date,region,currency,loan_type,loan_reason,gender,citizenship,interest_rate_pct,credit_amount_kzt,age,days_past_due,npl_90plus
KZ2026001422,2019-09-16,East Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,40.0,1029000,40,0,0
KZ2026001423,2020-10-04,Atyrau,KZT,Personal loan,Consumer credit,Female,Local,13.6,10458000,37,305,1
KZ2026001424,2019-01-28,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,9.4,1365000,29,0,0
KZ2026001425,2020-12-03,Aktobe,KZT,Personal loan,Consumer credit,Male,Local,25.2,1473000,39,346,1
KZ2026001426,2020-11-10,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,22.1,1178000,37,0,0
KZ2026001427,2019-10-09,Nur-Sultan,KZT,Credit card,Consumer credit,Female,Local,43.7,150000,47,0,0
KZ2026001428,2020-07-06,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,18.7,3608000,22,0,0
KZ2026001429,2020-03-08,Mangystau,KZT,Personal loan,Consumer credit,Male,Local,19.6,738000,28,0,0
KZ2026001430,2019-08-10,Atyrau,KZT,Credit card,Consumer credit,Female,Local,33.7,698000,45,322,1
KZ2026001431,2019-05-12,Turkistan,KZT,Credit card,Consumer credit,Female,Local,32.5,835000,30,0,0
KZ2026001432,2021-04-29,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,24.5,2004000,27,0,0
KZ2026001433,2021-01-28,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,25.5,666000,31,0,0
KZ2026001434,2021-03-04,Almaty,KZT,Personal loan,Consumer credit,Female,Local,24.3,898000,36,0,0
KZ2026001435,2019-05-05,Almaty,KZT,Personal loan,Consumer credit,Female,Local,20.1,123000,36,0,0
KZ2026001436,2021-05-01,Shymkent,KZT,Personal loan,Auto loan,Male,Local,21.1,3796000,35,0,0
KZ2026001437,2020-07-06,Almaty,KZT,Personal loan,Consumer credit,Male,Local,19.1,2374000,26,0,0
KZ2026001438,2020-03-28,East Kazakhstan,KZT,Personal loan,Auto loan,Male,Local,21.0,3595000,46,0,0
KZ2026001439,2019-10-29,Shymkent,KZT,Personal loan,Auto loan,Male,Local,24.5,3067000,52,0,0
KZ2026001440,2019-07-27,Shymkent,KZT,Credit card,Consumer credit,Male,Local,26.0,280000,18,0,0
KZ2026001441,2019-10-15,Almaty,KZT,Credit card,Consumer credit,Female,Local,50.1,871000,20,0,0
KZ2026001442,2019-06-03,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,16.3,1146000,48,0,0
KZ2026001443,2020-11-28,Almaty,KZT,Personal loan,Auto loan,Male,Local,11.4,9229000,54,0,0
KZ2026001444,2021-04-17,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,27.8,739000,18,0,0
KZ2026001445,2021-05-03,Almaty,KZT,Personal loan,Consumer credit,Male,Local,26.6,1443000,46,0,0
KZ2026001446,2021-02-25,Zhambyl,KZT,Personal loan,Consumer credit,Male,Local,23.5,830000,55,0,0
KZ2026001447,2019-04-27,Turkistan,KZT,Personal loan,Consumer credit,Female,Local,29.2,6998000,28,0,0
KZ2026001448,2020-10-16,Zhambyl,KZT,Personal loan,Consumer credit,Male,Local,24.9,1398000,54,0,0
KZ2026001449,2021-01-27,Karaganda,KZT,Personal loan,Consumer credit,Female,Local,40.4,7324000,35,0,0
KZ2026001450,2020-03-26,Almaty,KZT,Personal loan,Consumer credit,Male,Local,22.4,840000,96,0,0
KZ2026001451,2020-05-07,Pavlodar,KZT,Personal loan,Consumer credit,Male,Local,14.3,4396000,29,0,0
KZ2026001452,2019-12-06,Karaganda,USD,Personal loan,Consumer credit,Female,Local,9.9,2101000,48,0,0
KZ2026001453,2020-12-27,North Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,27.6,426000,46,0,0
KZ2026001454,2020-09-13,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,24.4,1614000,56,0,0
KZ2026001455,2020-07-09,Aktobe,KZT,Credit card,Consumer credit,Male,Local,25.0,157000,53,0,0
KZ2026001456,2019-01-09,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,32.6,1493000,37,0,0
KZ2026001457,2021-04-28,Almaty,KZT,Personal loan,Consumer credit,Male,Local,40.8,330000,71,0,0
KZ2026001458,2020-04-07,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,23.0,1108000,52,0,0
KZ2026001459,2021-04-24,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,38.5,3045000,43,0,0
KZ2026001460,2020-08-22,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,30.3,1911000,26,0,0
KZ2026001461,2020-04-04,Kyzylorda,KZT,Personal loan,Auto loan,Male,Local,29.7,2296000,20,0,0
KZ2026001462,2020-10-27,Zhambyl,KZT,Personal loan,Consumer credit,Male,Local,27.8,239000,21,0,0
KZ2026001463,2019-08-06,Almaty,KZT,Personal loan,Consumer credit,Female,Local,23.7,1831000,27,0,0
KZ2026001464,2020-02-03,Aktobe,USD,Credit card,Consumer credit,Male,Local,31.3,2015000,52,0,0
KZ2026001465,2019-01-23,Karaganda,KZT,Credit card,Consumer credit,Female,Local,33.8,1687000,42,0,0
KZ2026001466,2020-10-19,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,34.7,1193000,30,0,0
KZ2026001467,2019-10-14,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,30.9,227000,36,0,0
KZ2026001468,2019-03-26,Almaty,KZT,Personal loan,Consumer credit,Female,Foreigner,26.4,318000,34,301,1
KZ2026001469,2020-12-04,Kostanay,EUR,Personal loan,Consumer credit,Male,Local,24.5,3247000,46,0,0
KZ2026001470,2019-07-25,Almaty,KZT,Personal loan,Consumer credit,Male,Local,28.8,4230000,27,0,0
KZ2026001471,2019-07-17,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,26.3,433000,41,0,0
KZ2026001472,2019-05-08,Almaty,KZT,Personal loan,Consumer credit,Female,Local,15.2,1327000,40,0,0
KZ2026001473,2020-06-16,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,16.7,1207000,28,0,0
KZ2026001474,2019-10-28,East Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,26.9,1063000,54,0,0
KZ2026001475,2020-05-18,East Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,30.4,867000,34,0,0
KZ2026001476,2019-10-31,East Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,29.2,882000,26,0,0
KZ2026001477,2020-10-27,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,16.6,1392000,46,0,0
KZ2026001478,2019-11-27,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,21.2,1552000,38,0,0
KZ2026001479,2020-12-01,East Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,12.0,1487000,41,0,0
KZ2026001480,2020-02-16,East Kazakhstan,USD,Credit card,Consumer credit,Female,Local,12.1,1313000,24,0,0
KZ2026001481,2019-01-14,Almaty Region,KZT,Personal loan,Auto loan,Male,Local,24.7,1770000,46,0,0
KZ2026001482,2020-01-21,Nur-Sultan,KZT,Credit card,Consumer credit,Male,Local,31.7,750000,61,0,0
KZ2026001483,2019-08-05,West Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,40.3,538000,23,0,0
KZ2026001484,2020-03-09,Almaty,KZT,Personal loan,Consumer credit,Male,Local,21.4,869000,41,0,0
KZ2026001485,2019-04-21,Karaganda,KZT,Personal loan,Consumer credit,Male,Foreigner,24.9,713000,28,0,0
KZ2026001486,2020-10-26,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,19.9,700000,67,0,0
KZ2026001487,2020-07-05,Shymkent,KZT,Personal loan,Consumer credit,Male,Local,12.6,347000,51,0,0
KZ2026001488,2019-05-06,Atyrau,KZT,Personal loan,Consumer credit,Male,Foreigner,12.9,740000,40,0,0
KZ2026001489,2021-05-13,Turkistan,KZT,Personal loan,Auto loan,Female,Local,16.4,5357000,62,0,0
KZ2026001490,2019-11-06,Atyrau,KZT,Personal loan,Consumer credit,Female,Local,16.1,1196000,26,0,0
KZ2026001491,2019-07-05,Nur-Sultan,KZT,Credit card,Consumer credit,Male,Local,27.2,511000,45,0,0
KZ2026001492,2019-01-01,Pavlodar,KZT,Credit card,Consumer credit,Female,Local,34.8,241000,22,0,0
KZ2026001493,2019-08-06,Karaganda,EUR,Personal loan,Auto loan,Female,Local,0.0,8837000,22,0,0
KZ2026001494,2019-01-25,Mangystau,KZT,Personal loan,Consumer credit,Male,Local,31.3,200000,37,0,0
KZ2026001495,2020-03-02,Almaty Region,KZT,Credit card,Auto loan,Female,Local,37.5,4613000,38,180,1
KZ2026001496,2020-06-19,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,27.0,2304000,41,0,0
KZ2026001497,2019-11-23,North Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,22.5,746000,32,0,0
KZ2026001498,2021-02-12,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,16.6,3326000,47,0,0
KZ2026001499,2021-05-03,Aktobe,KZT,Personal loan,Consumer credit,Male,Foreigner,24.3,582000,28,0,0
KZ2026001500,2019-09-28,Karaganda,KZT,Personal loan,Consumer credit,Female,Local,24.9,2122000,44,0,0
KZ2026001501,2020-07-17,Karaganda,KZT,Personal loan,Consumer credit,Female,Local,21.0,5288000,39,0,0
KZ2026001502,2019-12-21,Shymkent,KZT,Personal loan,Consumer credit,Male,Local,27.8,1238000,44,0,0
KZ2026001503,2019-08-30,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,23.3,990000,50,0,0
KZ2026001504,2019-07-05,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,24.8,1097000,96,0,0
KZ2026001505,2020-04-05,Pavlodar,KZT,Personal loan,Consumer credit,Male,Local,19.8,4789000,30,0,0
KZ2026001506,2019-05-07,East Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,18.8,1690000,18,0,0
KZ2026001507,2020-08-16,Kyzylorda,KZT,Credit card,Consumer credit,Male,Local,38.5,1748000,18,0,0
KZ2026001508,2021-02-19,Atyrau,KZT,Credit card,Consumer credit,Female,Local,15.6,432000,35,0,0
KZ2026001509,2019-11-22,Almaty,KZT,Personal loan,Consumer credit,Male,Local,27.3,688000,36,0,0
KZ2026001510,2020-05-20,Kyzylorda,KZT,Personal loan,Consumer credit,Female,Local,18.7,731000,25,0,0
KZ2026001511,2021-05-11,Almaty,KZT,Personal loan,Consumer credit,Male,Local,5.5,1265000,27,0,0
KZ2026001512,2020-09-14,Almaty,KZT,Personal loan,Consumer credit,Male,Local,14.8,212000,54,0,0
KZ2026001513,2019-12-23,Karaganda,KZT,Personal loan,Consumer credit,Female,Local,22.6,801000,47,0,0
KZ2026001514,2021-02-17,Kyzylorda,KZT,Personal loan,Consumer credit,Female,Local,23.8,817000,23,0,0
KZ2026001515,2019-02-07,Turkistan,KZT,Personal loan,Auto loan,Male,Local,20.5,4456000,32,0,0
KZ2026001516,2020-06-03,Akmola,KZT,Personal loan,Consumer credit,Female,Local,29.1,6252000,41,0,0
KZ2026001517,2019-08-11,Nur-Sultan,KZT,Credit card,Consumer credit,Male,Local,19.0,365000,30,0,0
KZ2026001518,2019-06-09,Shymkent,KZT,Personal loan,Consumer credit,Male,Local,27.0,234000,28,327,1
KZ2026001519,2020-04-01,Almaty,KZT,Personal loan,Consumer credit,Male,Local,29.7,552000,33,0,0
KZ2026001520,2020-09-21,Almaty,KZT,Personal loan,Auto loan,Female,Local,17.3,4501000,49,0,0
KZ2026001521,2020-10-13,Akmola,KZT,Personal loan,Auto loan,Female,Local,19.1,4171000,50,0,0
KZ2026001522,2020-10-22,Zhambyl,KZT,Personal loan,Consumer credit,Female,Local,4.6,4774000,29,0,0
KZ2026001523,2019-09-12,Turkistan,KZT,Personal loan,Consumer credit,Female,Local,13.4,2714000,42,0,0
KZ2026001524,2020-01-01,Kyzylorda,KZT,Personal loan,Consumer credit,Male,Local,34.6,2646000,37,0,0
KZ2026001525,2019-04-10,Kostanay,KZT,Personal loan,Consumer credit,Male,Local,20.3,998000,26,0,0
KZ2026001526,2020-06-28,Almaty,KZT,Personal loan,Consumer credit,Male,Local,42.2,3054000,34,0,0
KZ2026001527,2020-12-10,Aktobe,KZT,Personal loan,Auto loan,Female,Local,8.6,2673000,23,0,0
KZ2026001528,2020-03-03,East Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,36.3,2733000,50,0,0
KZ2026001529,2019-10-04,Almaty,KZT,Personal loan,Consumer credit,Female,Local,17.3,944000,54,0,0
KZ2026001530,2019-10-22,Akmola,KZT,Personal loan,Consumer credit,Female,Local,31.1,350000,32,0,0
KZ2026001531,2020-07-28,Akmola,KZT,Personal loan,Consumer credit,Female,Local,19.8,1987000,30,0,0
KZ2026001532,2020-08-16,Almaty,KZT,Personal loan,Consumer credit,Male,Local,23.1,3936000,49,0,0
KZ2026001533,2020-02-25,Zhambyl,KZT,Personal loan,Consumer credit,Male,Local,28.2,849000,50,0,0
KZ2026001534,2019-08-07,Kostanay,KZT,Personal loan,Consumer credit,Female,Local,16.5,4530000,25,0,0
KZ2026001535,2019-12-29,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,30.6,294000,35,0,0
KZ2026001536,2019-10-17,East Kazakhstan,KZT,Credit card,Consumer credit,Male,Local,29.7,143000,36,0,0
KZ2026001537,2019-03-28,Mangystau,KZT,Personal loan,Consumer credit,Female,Local,24.4,1059000,29,0,0
KZ2026001538,2019-12-25,Kyzylorda,KZT,Credit card,Consumer credit,Female,Local,10.3,265000,41,0,0
KZ2026001539,2021-01-19,Pavlodar,KZT,Personal loan,Consumer credit,Male,Local,20.0,681000,29,0,0
KZ2026001540,2020-06-26,Atyrau,KZT,Personal loan,Auto loan,Female,Local,23.6,4248000,31,0,0
KZ2026001541,2019-04-28,Pavlodar,KZT,Credit card,Auto loan,Male,Foreigner,38.9,3153000,36,0,0
KZ2026001542,2021-01-22,Almaty,KZT,Personal loan,Consumer credit,Female,Local,23.3,884000,21,0,0
KZ2026001543,2019-07-08,Aktobe,USD,Personal loan,Consumer credit,Male,Local,34.3,2659000,18,0,0
KZ2026001544,2020-06-26,Almaty,KZT,Credit card,Consumer credit,Male,Local,26.1,323000,47,0,0
KZ2026001545,2020-05-16,Atyrau,KZT,Personal loan,Consumer credit,Male,Local,30.7,693000,29,0,0
KZ2026001546,2020-10-03,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,31.5,431000,60,0,0
KZ2026001547,2020-11-07,Almaty,USD,Personal loan,Consumer credit,Female,Local,24.0,3376000,59,0,0
KZ2026001548,2019-09-16,Kyzylorda,KZT,Personal loan,Consumer credit,Male,Local,24.8,2966000,31,0,0
KZ2026001549,2020-11-17,Akmola,KZT,Personal loan,Consumer credit,Male,Local,35.1,1591000,63,0,0
KZ2026001550,2020-06-02,Akmola,KZT,Personal loan,Consumer credit,Male,Local,27.3,696000,47,0,0
KZ2026001551,2019-11-05,Almaty,KZT,Credit card,Auto loan,Male,Local,18.3,3515000,30,0,0
KZ2026001552,2019-04-02,Atyrau,KZT,Personal loan,Consumer credit,Female,Local,16.6,2947000,18,0,0
KZ2026001553,2020-05-16,Akmola,KZT,Personal loan,Auto loan,Male,Local,12.6,1433000,45,0,0
KZ2026001554,2020-02-14,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,16.1,881000,37,0,0
KZ2026001555,2020-02-20,Almaty,KZT,Personal loan,Consumer credit,Female,Local,3.4,2240000,42,0,0
KZ2026001556,2020-09-01,Kyzylorda,KZT,Credit card,Auto loan,Male,Local,45.5,2397000,34,0,0
KZ2026001557,2020-09-17,Turkistan,KZT,Personal loan,Consumer credit,Female,Local,14.6,1720000,24,0,0
KZ2026001558,2019-06-08,East Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,15.3,1653000,32,0,0
KZ2026001559,2019-09-19,Karaganda,KZT,Credit card,Consumer credit,Female,Local,16.4,118000,45,0,0
KZ2026001560,2021-03-07,North Kazakhstan,KZT,Credit card,Consumer credit,Female,Local,38.2,374000,33,281,1
KZ2026001561,2020-06-08,Shymkent,EUR,Credit card,Consumer credit,Male,Local,27.5,294000,33,0,0
KZ2026001562,2020-01-04,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,19.7,2120000,20,0,0
KZ2026001563,2021-05-08,Turkistan,KZT,Personal loan,Consumer credit,Female,Local,27.8,1684000,38,165,1
KZ2026001564,2020-08-15,Turkistan,KZT,Personal loan,Consumer credit,Male,Local,18.4,1276000,25,0,0
KZ2026001565,2021-01-20,Mangystau,KZT,Personal loan,Consumer credit,Female,Foreigner,7.0,1534000,47,0,0
KZ2026001566,2020-02-19,Atyrau,KZT,Credit card,Consumer credit,Female,Local,21.1,145000,29,266,1
KZ2026001567,2019-05-25,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,25.2,1169000,34,0,0
KZ2026001568,2020-10-08,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,31.4,610000,61,0,0
KZ2026001569,2020-12-21,East Kazakhstan,KZT,Credit card,Consumer credit,Male,Local,42.7,759000,34,0,0
KZ2026001570,2020-05-30,East Kazakhstan,KZT,Credit card,Auto loan,Female,Local,16.8,5440000,32,190,1
KZ2026001571,2020-01-18,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,28.0,2140000,43,0,0
KZ2026001572,2019-04-19,Zhambyl,KZT,Credit card,Consumer credit,Male,Local,25.8,1265000,18,0,0
KZ2026001573,2019-08-05,Zhambyl,KZT,Personal loan,Consumer credit,Female,Local,49.2,907000,51,0,0
KZ2026001574,2021-03-27,Pavlodar,KZT,Personal loan,Consumer credit,Female,Local,35.4,753000,48,0,0
KZ2026001575,2019-05-29,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,38.2,888000,43,0,0
KZ2026001576,2020-08-05,Almaty,KZT,Credit card,Consumer credit,Female,Local,38.4,105000,18,322,1
KZ2026001577,2020-08-08,Mangystau,KZT,Credit card,Consumer credit,Male,Local,35.0,112000,34,0,0
KZ2026001578,2020-02-21,North Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,18.8,2035000,23,0,0
KZ2026001579,2021-05-30,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,17.9,367000,49,0,0
KZ2026001580,2020-08-20,North Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,16.0,481000,49,0,0
KZ2026001581,2021-05-03,Turkistan,KZT,Personal loan,Consumer credit,Male,Local,28.3,1101000,41,0,0
KZ2026001582,2019-08-19,Aktobe,KZT,Credit card,Consumer credit,Male,Local,44.0,257000,24,0,0
KZ2026001583,2020-10-16,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,19.1,2548000,53,0,0
KZ2026001584,2020-11-09,Akmola,USD,Personal loan,Consumer credit,Female,Local,11.8,1730000,34,0,0
KZ2026001585,2021-03-22,West Kazakhstan,KZT,Personal loan,Consumer credit,Female,Foreigner,26.9,2741000,57,0,0
KZ2026001586,2019-12-30,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,33.9,2230000,40,0,0
KZ2026001587,2019-10-21,Aktobe,KZT,Personal loan,Consumer credit,Male,Local,35.7,362000,43,0,0
KZ2026001588,2020-12-11,Zhambyl,KZT,Credit card,Auto loan,Female,Foreigner,34.7,4481000,32,151,1
KZ2026001589,2020-09-26,Akmola,KZT,Personal loan,Consumer credit,Female,Local,34.6,653000,52,350,1
KZ2026001590,2019-08-30,Almaty,KZT,Personal loan,Consumer credit,Female,Local,13.0,639000,61,0,0
KZ2026001591,2019-09-26,Almaty,KZT,Personal loan,Consumer credit,Male,Local,17.9,5879000,53,0,0
KZ2026001592,2020-11-28,Nur-Sultan,KZT,Credit card,Consumer credit,Female,Local,45.0,384000,39,0,0
KZ2026001593,2020-05-17,Shymkent,KZT,Credit card,Consumer credit,Female,Local,22.8,297000,36,0,0
KZ2026001594,2021-03-11,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,22.4,1290000,44,0,0
KZ2026001595,2020-07-10,Pavlodar,KZT,Personal loan,Consumer credit,Female,Local,28.0,2523000,53,0,0
KZ2026001596,2021-05-16,Karaganda,USD,Credit card,Consumer credit,Male,Local,26.0,359000,48,0,0
KZ2026001597,2019-10-17,Almaty,KZT,Personal loan,Consumer credit,Male,Local,36.1,2097000,60,0,0
KZ2026001598,2020-11-16,Almaty,KZT,Personal loan,Consumer credit,Female,Local,27.7,331000,18,0,0
KZ2026001599,2019-06-17,Pavlodar,KZT,Personal loan,Consumer credit,Male,Local,34.8,2786000,46,0,0
KZ2026001600,2020-09-13,Almaty,KZT,Personal loan,Consumer credit,Female,Local,15.1,307000,21,0,0
KZ2026001601,2020-01-04,Turkistan,KZT,Credit card,Consumer credit,Female,Local,30.2,291000,37,0,0
KZ2026001602,2020-04-04,Almaty,KZT,Credit card,Consumer credit,Male,Local,51.2,106000,36,0,0
KZ2026001603,2020-12-14,Karaganda,USD,Personal loan,Consumer credit,Male,Local,36.3,709000,21,0,0
KZ2026001604,2019-04-04,Pavlodar,KZT,Personal loan,Consumer credit,Male,Local,22.1,2916000,41,0,0
KZ2026001605,2019-07-17,Almaty,KZT,Credit card,Consumer credit,Male,Local,32.0,830000,61,0,0
KZ2026001606,2020-05-09,Akmola,KZT,Credit card,Consumer credit,Female,Local,35.2,118000,34,0,0
KZ2026001607,2020-01-01,Shymkent,KZT,Personal loan,Consumer credit,Male,Local,34.6,491000,45,0,0
KZ2026001608,2020-05-12,Almaty,KZT,Personal loan,Auto loan,Female,Local,27.0,4661000,63,0,0
KZ2026001609,2020-01-16,Almaty Region,KZT,Personal loan,Auto loan,Male,Local,16.1,5519000,46,146,1
KZ2026001610,2019-02-27,Almaty Region,USD,Credit card,Consumer credit,Male,Local,32.6,323000,30,0,0
KZ2026001611,2021-04-06,Almaty,KZT,Personal loan,Consumer credit,Female,Local,23.0,459000,40,0,0
KZ2026001612,2020-09-01,Mangystau,KZT,Personal loan,Consumer credit,Male,Local,6.7,4913000,42,0,0
KZ2026001613,2020-06-22,Mangystau,KZT,Personal loan,Consumer credit,Female,Local,32.1,801000,53,0,0
KZ2026001614,2019-05-12,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,28.1,1232000,50,99,1
KZ2026001615,2019-06-24,Pavlodar,KZT,Personal loan,Consumer credit,Female,Local,26.2,1288000,18,0,0
KZ2026001616,2020-06-10,Almaty,KZT,Personal loan,Consumer credit,Male,Local,13.4,3071000,28,0,0
KZ2026001617,2019-02-16,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,40.8,534000,36,0,0
KZ2026001618,2020-02-22,Zhambyl,KZT,Personal loan,Consumer credit,Female,Local,23.6,3239000,95,0,0
KZ2026001619,2021-02-24,Shymkent,KZT,Personal loan,Auto loan,Male,Local,9.5,2250000,18,0,0
KZ2026001620,2021-02-11,Nur-Sultan,KZT,Credit card,Consumer credit,Female,Local,20.5,839000,29,0,0
KZ2026001621,2020-03-30,Almaty,KZT,Personal loan,Consumer credit,Female,Local,29.6,279000,37,0,0
KZ2026001622,2019-07-25,East Kazakhstan,RUB,Personal loan,Consumer credit,Female,Local,29.0,1422000,31,0,0
KZ2026001623,2019-03-07,Pavlodar,KZT,Personal loan,Auto loan,Female,Local,13.1,5474000,26,0,0
KZ2026001624,2019-06-01,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,26.7,1717000,37,0,0
KZ2026001625,2019-09-05,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,29.2,492000,41,0,0
KZ2026001626,2020-05-01,Kyzylorda,KZT,Personal loan,Consumer credit,Female,Local,24.3,643000,32,0,0
KZ2026001627,2020-10-02,Almaty Region,KZT,Credit card,Consumer credit,Female,Local,25.2,959000,52,0,0
KZ2026001628,2020-02-11,Almaty,KZT,Credit card,Consumer credit,Male,Local,38.9,499000,38,0,0
KZ2026001629,2020-12-30,Almaty,KZT,Personal loan,Consumer credit,Female,Local,29.8,2558000,27,288,1
KZ2026001630,2019-05-23,Almaty Region,KZT,Credit card,Consumer credit,Male,Local,35.9,370000,25,0,0
KZ2026001631,2020-01-09,East Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,15.3,944000,35,132,1
KZ2026001632,2020-06-25,North Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,10.4,2302000,49,0,0
KZ2026001633,2019-02-17,Karaganda,KZT,Credit card,Auto loan,Female,Local,30.6,4495000,28,339,1
KZ2026001634,2021-03-10,Kostanay,KZT,Personal loan,Consumer credit,Male,Local,31.1,1039000,44,0,0
KZ2026001635,2021-05-28,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,32.7,361000,38,0,0
KZ2026001636,2020-10-15,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,27.5,2700000,59,0,0
KZ2026001637,2020-09-12,Almaty Region,KZT,Personal loan,Auto loan,Male,Foreigner,14.8,4876000,41,0,0
KZ2026001638,2019-07-05,Turkistan,KZT,Credit card,Consumer credit,Male,Local,31.4,222000,29,215,1
KZ2026001639,2019-06-11,Almaty,KZT,Personal loan,Consumer credit,Female,Local,22.1,3270000,45,0,0
KZ2026001640,2019-07-30,Kostanay,KZT,Personal loan,Consumer credit,Male,Local,32.6,1476000,45,0,0
KZ2026001641,2019-04-30,Kyzylorda,KZT,Personal loan,Consumer credit,Male,Local,18.3,1501000,33,0,0
KZ2026001642,2020-05-07,Nur-Sultan,KZT,Credit card,Consumer credit,Female,Local,27.8,679000,24,0,0
KZ2026001643,2021-04-25,Atyrau,KZT,Personal loan,Consumer credit,Male,Local,40.9,2119000,43,0,0
KZ2026001644,2020-08-21,Almaty,KZT,Personal loan,Auto loan,Male,Local,25.3,4565000,38,0,0
KZ2026001645,2021-02-17,Almaty,KZT,Personal loan,Consumer credit,Male,Local,14.8,1022000,20,0,0
KZ2026001646,2021-05-14,Atyrau,EUR,Personal loan,Consumer credit,Female,Local,30.8,7841000,40,0,0
KZ2026001647,2020-08-07,Akmola,KZT,Personal loan,Consumer credit,Female,Local,18.5,2262000,30,94,1
KZ2026001648,2019-04-03,Mangystau,KZT,Personal loan,Consumer credit,Female,Local,19.9,1117000,20,0,0
KZ2026001649,2021-04-01,Turkistan,KZT,Personal loan,Consumer credit,Male,Local,21.8,1766000,33,0,0
KZ2026001650,2020-04-27,Pavlodar,KZT,Personal loan,Consumer credit,Male,Local,27.7,3424000,51,0,0
KZ2026001651,2020-04-28,Almaty,KZT,Personal loan,Consumer credit,Female,Local,23.8,921000,50,0,0
KZ2026001652,2021-05-21,Akmola,KZT,Personal loan,Consumer credit,Male,Local,28.0,2001000,47,0,0
KZ2026001653,2020-08-26,Almaty,KZT,Personal loan,Consumer credit,Male,Local,19.0,1504000,40,0,0
KZ2026001654,2019-04-08,Almaty,KZT,Personal loan,Consumer credit,Male,Local,26.4,696000,44,0,0
KZ2026001655,2020-11-06,Shymkent,KZT,Personal loan,Consumer credit,Male,Local,22.9,3496000,38,0,0
KZ2026001656,2021-05-08,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,9.9,2196000,25,0,0
KZ2026001657,2019-07-29,Almaty,KZT,Personal loan,Consumer credit,Female,Local,27.2,829000,27,192,1
KZ2026001658,2020-02-13,Pavlodar,KZT,Personal loan,Consumer credit,Male,Local,23.1,3066000,30,0,0
KZ2026001659,2019-04-02,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,16.6,592000,52,0,0
KZ2026001660,2020-09-25,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,18.9,1171000,49,0,0
KZ2026001661,2019-05-07,Almaty,KZT,Personal loan,Consumer credit,Female,Local,19.3,833000,25,0,0
